imagem,classe,tem_qrcode,tem_digital,color1_hex,color2_hex,color3_hex,tem_nome,tem_nome_social,tem_nacionalidade,qtd_palavras,qtd_numeros,densidade_texto,brilho_medio,contraste,ratio_w_h,ratio_h_w,bordas,area_foto
ValentinaPinto_old_rg.jpg,old,0,0,#eef1d6,#d7edd0,#b8a593,0,0,0,4,0,5.722591647305232e-06,215.55309134400787,41.552775755382434,1.529585798816568,0.6537717601547389,87381,697180.5
LunaRezende_old_rg.jpg,old,0,0,#c8e5cd,#ede9da,#89b09f,0,0,0,24,11,4.962963882030349e-05,200.8372954328325,44.71834381719486,1.536541889483066,0.6508120649651972,47216,482150.5
RodrigoCavalcanti_new_rg.jpg,new,0,0,#eeebd0,#d7efdd,#f2e0ec,0,0,0,0,0,0.0,193.27618366340877,61.679155552920896,1.5802469135802468,0.6328125,133476,360558.5
IsisLopes_new_rg.jpg,new,0,0,#f0f2d5,#e0efe8,#0e0d0a,1,1,1,69,24,0.00018486368312757202,194.2766659164952,80.10020645098469,1.5802469135802468,0.6328125,38751,341184.0
LeonardoBorges_new_rg.jpg,new,0,0,#d8d9c1,#c8cba5,#110c08,1,1,1,77,26,0.0002062971536351166,171.79642757630316,69.48197147607146,1.5802469135802468,0.6328125,39222,346157.5
Pietrada_Rocha_old_rg.jpg,old,0,0,#dad8d0,#cad5c6,#afadaa,0,0,0,12,3,4.719021589523772e-05,201.72944276220065,22.995017957105674,1.368909512761021,0.7305084745762712,14848,241173.0
LaviniaAndrade_new_rg.jpg,new,0,0,#edefd2,#deede5,#100e0a,1,0,1,70,24,0.00018754286694101508,194.8097324031207,76.7494275909606,1.5802469135802468,0.6328125,41854,346163.5
JulianaCampos_old_rg.jpg,old,0,0,#eceed7,#d4e8ce,#baac95,0,0,0,16,0,3.673701805624438e-05,216.35538702448522,38.54298860223705,1.4293478260869565,0.6996197718631179,56047,370985.0
SarahAragao_new_rg.jpg,new,0,0,#dfe1c6,#d1ded7,#15120e,1,1,1,83,26,0.00022237225651577504,187.05914566186556,66.2908303175448,1.5802469135802468,0.6328125,38805,352073.0
Ana_JuliaCamargo_old_rg.jpg,old,0,0,#67675e,#576257,#1d3d2d,0,0,0,36,12,5.193621079176753e-05,94.42228323124021,19.666420995440152,1.402560455192034,0.7129817444219066,11514,691470.0
FernandaAraujo_old_rg.jpg,old,0,0,#d5d5c5,#ada89d,#99aa9a,0,0,0,10,0,1.5113959252765854e-05,181.24708754005198,43.46912658920587,0.7300420168067226,1.3697841726618705,55857,659934.0
AntonioCamargo_new_rg.jpg,new,0,0,#edefd2,#deede5,#100e0b,1,0,1,78,25,0.00020897633744855967,195.48510105881346,76.13937316633782,1.5802469135802468,0.6328125,41683,347103.5
StephanyAbreu_old_rg.jpg,old,0,0,#cce3c5,#eae8d5,#8aae98,0,0,0,19,2,2.621105416721273e-05,203.16355008035757,38.08236677638474,1.5007194244604316,0.6663470757430489,41848,723148.0
VitoriaDuarte_old_rg.jpg,old,0,0,#b4b3a0,#c1c1b6,#706555,0,0,0,7,1,1.5751575157515753e-05,163.52372637263727,40.295903763305105,1.469090909090909,0.6806930693069307,38395,443043.0
ErickMartins_old_rg.jpg,old,0,0,#aeaea0,#93a393,#c3c2b7,0,0,0,33,6,3.09285597132079e-05,169.7069856369643,19.743135664684438,0.7110204081632653,1.4064293915040185,4640,1062895.5
Ana_ClaraGarcia_old_rg.jpg,old,0,0,#d8e0c6,#cae0c2,#93ba89,0,0,0,0,0,0.0,175.35761119721533,58.23345059664808,0.7129262490087233,1.4026696329254726,107090,1128606.0
EmanuellaSampaio_old_rg.jpg,old,0,0,#b1b29a,#d1cec0,#c1c6ab,0,0,0,21,1,1.9681810726586847e-05,170.11158555729983,33.109795737178914,1.4064293915040185,0.7110204081632653,64534,1062999.0
Maria_FlorPorto_new_rg.jpg,new,0,0,#fbfbea,#f0fbf7,#0e0d0b,1,0,0,34,18,9.109224965706447e-05,206.76478373628257,82.86119824033254,1.5802469135802468,0.6328125,26923,340696.0
VicenteFerreira_old_rg.jpg,old,0,0,#a7a599,#91a38f,#4b6f56,0,0,0,22,0,4.311595054992435e-05,152.898459976639,29.06198194439812,0.7197149643705463,1.3894389438943895,29725,507539.0
OttoCaldeira_old_rg.jpg,old,0,0,#5e5c55,#545e52,#203428,0,0,0,20,0,3.646906511551576e-05,85.83791506354734,18.44933644909701,1.364353312302839,0.7329479768786127,7571,545951.5
NicoleAragao_old_rg.jpg,old,0,0,#e6e6d1,#baa89c,#92ae91,0,0,0,32,4,4.288469244304712e-05,209.04175628897315,35.246908455414854,1.571843251088534,0.6361957525392429,58635,744416.0
PedroCaldeira_old_rg.jpg,old,0,0,#d1e1cd,#e3e3da,#9bb29a,0,0,0,27,0,3.822873526600828e-05,201.83248309794342,36.134610101411205,0.6111627906976744,1.6362252663622527,53424,704544.0
Maria_LuizaSa_new_rg.jpg,new,0,0,#f3f5d9,#e5f3ee,#d3eaee,1,1,1,79,27,0.00021165552126200274,214.49289480452674,61.635567254786835,1.5802469135802468,0.6328125,45844,371995.0
AndreFreitas_new_rg.jpg,new,0,0,#eef0d2,#dfeee7,#d2e9ed,1,1,1,81,27,0.00021701388888888888,208.6343101637517,61.70667185296211,1.5802469135802468,0.6328125,55811,371995.0
AyllaCamargo_new_rg.jpg,new,0,0,#edefd1,#ddede5,#d4e9ed,1,1,1,75,19,0.00020093878600823046,201.92784422153636,68.55205187586812,1.5802469135802468,0.6328125,42424,359979.5
Arthur_GabrielCamargo_old_rg.jpg,old,0,0,#dbd8c8,#b2ae9d,#9cb49e,0,0,0,7,0,1.2764172790430517e-05,185.47240932878685,38.42791047398075,0.7329479768786127,1.364353312302839,133951,545995.5
Rhavida_Mota_new_rg.jpg,new,0,0,#f9fae4,#edf9f4,#aea38d,1,1,0,76,26,0.00020361796982167353,222.7358083633402,56.01258379679278,1.5802469135802468,0.6328125,26192,371995.0
Ana_ClaraCavalcante_old_rg.jpg,old,0,0,#adaa92,#dbd5cb,#7e705e,0,0,0,20,4,7.228384419940221e-05,159.0589474749446,40.638046527137575,1.4757505773672055,0.6776212832550861,24733,275616.0
GabrielaMendes_old_rg.jpg,old,0,0,#aea999,#9cae9b,#b199a2,0,0,0,0,0,0.0,158.3863717765043,36.9448811980891,1.4872159090909092,0.6723973256924546,146100,660480.5
NicolasPinto_new_rg.jpg,new,0,0,#edeaca,#d2f0d9,#b2a788,0,0,0,0,0,0.0,183.16573431069958,62.92447450215056,1.5802469135802468,0.6328125,137426,364059.0
CaueRocha_old_rg.jpg,old,0,0,#cce3c5,#eae8d5,#8aae98,0,0,0,19,2,2.621105416721273e-05,203.16355008035757,38.08236677638474,1.5007194244604316,0.6663470757430489,41848,723148.0
EloahDuarte_old_rg.jpg,old,0,0,#e5ead7,#a29e92,#d6e7d3,0,0,0,14,0,1.8184911978531413e-05,196.13826897822875,52.72812118168108,0.744346116027532,1.3434610303830912,73816,768096.0
RaulCastro_old_rg.jpg,old,0,0,#d5e4d7,#e7e6dd,#93b0a1,0,0,0,9,0,1.1803588290840415e-05,203.0301962018676,45.34418304423771,0.6798866855524079,1.4708333333333334,125058,760667.0
BenicioGuerra_new_rg.jpg,new,0,0,#eef0d2,#dfeee7,#d2e9ed,1,1,1,77,27,0.0002062971536351166,208.84383305469822,61.53914941264631,1.5802469135802468,0.6328125,55366,371995.0
TheoCamara_new_rg.jpg,new,0,0,#edefd2,#deede5,#0f0d0a,0,0,1,38,21,0.00010180898491083676,193.52412337105625,78.19679120510136,1.5802469135802468,0.6328125,40024,343782.0
Juliada_Cruz_new_rg.jpg,new,0,0,#dedfc7,#cfdcd5,#c9cba8,1,1,1,76,27,0.00020361796982167353,192.64996195558984,53.65497819942019,1.5802469135802468,0.6328125,47614,371995.0
Valentimda_Cruz_new_rg.jpg,new,0,0,#e2e4ca,#d3e1da,#cfe2e5,0,0,0,77,51,0.0002062971536351166,197.6799473808299,55.44537458190031,1.5802469135802468,0.6328125,48918,371995.0
ApolloAbreu_new_rg.jpg,new,0,0,#f7f8df,#eaf6f2,#d6ecef,1,1,1,79,27,0.00021165552126200274,219.57004726080248,59.04152051837463,1.5802469135802468,0.6328125,39427,371995.0
Davi_LuccaPacheco_new_rg.jpg,new,0,0,#ebedcc,#dbeae3,#0a0605,0,0,0,0,0,0.0,190.11437435699588,75.94424126566796,1.5802469135802468,0.6328125,23744,344029.5
BrenoGarcia_new_rg.jpg,new,0,0,#eeeaca,#d2f0d9,#b2a788,0,0,0,0,0,0.0,184.80126886145405,61.17770241011951,1.5802469135802468,0.6328125,137655,371995.0
LaviniaSantos_old_rg.jpg,old,0,0,#dfddcd,#ccddca,#b4a698,0,0,0,19,1,3.984481493132012e-05,199.5431603229527,35.19849834681297,0.6343713956170703,1.5763636363636364,80805,475434.0
OliverGomes_new_rg.jpg,new,0,0,#eeebd1,#d8f0de,#f1e0ec,0,0,0,0,0,0.0,200.69109546467763,54.97094159081119,1.5802469135802468,0.6328125,133461,371995.0
DanielVieira_new_rg.jpg,new,0,0,#eceed0,#ddebe5,#afa68e,0,0,0,69,25,0.00018486368312757202,208.76406571502056,52.63893696542777,1.5802469135802468,0.6328125,23388,371995.0
LaviniaCostela_old_rg.jpg,old,0,0,#cedfc8,#dcddcb,#8db494,0,0,0,22,3,3.0497314156991856e-05,203.07186276208628,27.426474431707938,1.3724137931034484,0.7286432160804021,52809,719656.0
Arthur_Gabrielda_Paz_new_rg.jpg,new,0,0,#eeeac9,#d1f0d9,#b2a687,0,0,0,0,0,0.0,179.41269611625515,64.14651895949918,1.5802469135802468,0.6328125,137716,361798.5
AllanaAragao_new_rg.jpg,new,0,0,#eef0d2,#dfeee7,#d2e9ed,1,1,1,74,27,0.0001982596021947874,208.9016873499657,61.48148138163128,1.5802469135802468,0.6328125,55060,371995.0
ValentimPimenta_old_rg.jpg,old,0,0,#d3d5c5,#adaca0,#99b09d,0,0,0,13,0,2.7514858023332598e-05,181.51459769044516,37.54486632688213,1.444055944055944,0.6924939467312349,41965,469749.0
LeviOliveira_new_rg.jpg,new,0,0,#eef0d2,#dfeee7,#d2e9ed,0,0,0,76,52,0.00020361796982167353,208.80473304612482,61.57708938067832,1.5802469135802468,0.6328125,55352,371995.0
ClaraLima_old_rg.jpg,old,0,0,#a0a195,#93a28e,#4d715f,0,0,0,4,0,7.99720097965712e-06,144.00976058379567,26.795804212683528,1.4615384615384615,0.6842105263157895,21368,498651.5
IsabelCamargo_new_rg.jpg,new,0,0,#ecefd0,#ddebe4,#d1e8ec,1,1,1,71,27,0.00019022205075445815,205.51085069444446,59.53342174036359,1.5802469135802468,0.6328125,26839,365446.0
AntonyGuerra_old_rg.jpg,old,0,0,#cfddce,#e4e3dd,#aaa09a,0,0,0,23,0,3.0164725632147727e-05,193.02239403000735,49.08999218455956,1.4708333333333334,0.6798866855524079,72101,760674.5
Enzo_GabrielSampaio_old_rg.jpg,old,0,0,#adb19e,#9aad92,#50694e,0,0,0,31,2,5.5693891996967375e-05,152.25957485798057,37.593317242974116,1.666089965397924,0.6002076843198338,51121,477188.5
Maria_HelenaPereira_new_rg.jpg,new,0,0,#eceace,#d7eedb,#b5a98d,0,0,0,22,11,5.89420438957476e-05,186.7927061899863,68.80572846678976,1.5802469135802468,0.6328125,129381,347535.0
LeoPires_old_rg.jpg,old,0,0,#ddddb6,#c7d0a1,#adad8d,0,0,0,0,0,0.0,180.53414793901752,53.976688010651706,1.4636363636363636,0.6832298136645962,26654,441396.0
Joao_FelipeSales_old_rg.jpg,old,0,0,#c8e6cc,#efebdc,#88b09f,0,0,0,24,9,4.962963882030349e-05,200.5989139380705,47.80654288760804,1.536541889483066,0.6508120649651972,50724,482153.0
PauloAraujo_new_rg.jpg,new,0,0,#eceed0,#ddebe5,#afa68e,1,0,0,58,27,0.00015539266117969822,208.9482006601509,52.62263540517656,1.5802469135802468,0.6328125,22993,371995.0
Bryanda_Conceicao_new_rg.jpg,new,0,0,#ece9cb,#d4eed9,#b3a88b,0,0,0,0,0,0.0,193.1688421639232,54.979860677090755,1.5802469135802468,0.6328125,136619,371995.0
Pedro_Henriqueda_Cruz_old_rg.jpg,old,0,0,#edecd4,#af9f91,#91aa8e,0,0,0,20,4,2.8291744468963958e-05,207.50153199796299,43.87127598285706,1.5065693430656935,0.6637596899224806,64879,687788.0
ValentimAraujo_old_rg.jpg,old,0,0,#706d63,#607364,#858680,0,0,0,10,6,2.0413454099327784e-05,113.35481645242747,24.07765467284962,0.6796230859835101,1.4714038128249567,27356,487855.5
GabrielMartins_new_rg.jpg,new,0,0,#b3b597,#150d08,#c3c5ab,1,1,1,84,19,0.0002250514403292181,152.5335407021605,59.36125599230748,1.5802469135802468,0.6328125,38295,355327.5
MelinaLeao_new_rg.jpg,new,0,0,#edefd1,#ddede5,#d2e9ed,1,1,1,74,27,0.0001982596021947874,207.1763599537037,61.446435317963726,1.5802469135802468,0.6328125,45259,368638.5
BellaPorto_old_rg.jpg,old,0,0,#d1d5ba,#afa692,#98af93,0,0,0,7,0,1.0014535382784155e-05,178.45828946013071,39.351233304412084,1.529585798816568,0.6537717601547389,36975,697245.5
AlanaMarques_old_rg.jpg,old,0,0,#d4d4c6,#b1ac9a,#c0c9ad,0,0,0,14,0,2.864450127877238e-05,182.81099130434782,35.551536303139976,0.6764705882352942,1.4782608695652173,40142,487326.0
DomRezende_old_rg.jpg,old,0,0,#b2afa6,#a0aea0,#c3c1b7,0,0,0,8,6,1.4587626046206305e-05,171.65661822359183,20.834434325435126,1.364353312302839,0.7329479768786127,24810,546029.0
BiancaAraujo_old_rg.jpg,old,0,0,#e6e7d6,#d9e7d6,#b0a89c,0,0,0,14,4,5.4153789024574214e-05,206.16295261930273,39.62622350522549,0.6790923824959482,1.4725536992840096,50062,254053.0
YanCavalcanti_old_rg.jpg,old,0,0,#e3e3ce,#b4a796,#8fae8f,0,0,0,26,1,5.796584474071432e-05,203.38205288268605,37.22878143137612,1.4990859232175502,0.6670731707317074,41262,445004.5
OliviaVargas_old_rg.jpg,old,0,0,#dadbc8,#b4aca3,#94ad94,0,0,0,10,3,2.2541256134039325e-05,199.2927680887945,26.985815277014,0.6646266829865362,1.5046040515653776,32163,439217.0
Davi_Miguelda_Mata_new_rg.jpg,new,0,0,#d9dbc2,#c8cba3,#b7b592,1,1,1,80,27,0.0002143347050754458,178.27863243741427,61.31626373091992,1.5802469135802468,0.6328125,58181,371995.0
RhaviCardoso_old_rg.jpg,old,0,0,#e4e8d6,#a39e93,#d5e5d2,0,0,0,14,7,1.8184911978531413e-05,196.06567351068819,50.64821113437525,1.3434610303830912,0.744346116027532,72713,768096.0
GabrielaMacedo_new_rg.jpg,new,0,0,#eef0d2,#dfeee7,#d2e9ed,0,0,0,76,65,0.00020361796982167353,208.64173150291495,61.70759750520638,1.5802469135802468,0.6328125,55580,371995.0
Luiz_FernandoFarias_old_rg.jpg,old,0,0,#eff0db,#d7ebd4,#b8a99b,0,0,0,15,3,2.0657059756742464e-05,221.96736184558435,33.33747943919905,0.7622950819672131,1.3118279569892473,79628,724297.0
